Program,Year,Geo Level,State,type,items,units,Value,CV (%)
CENSUS,2019,STATE,MICHIGAN, ORGANIC - SALES, MEASURED IN CWT,NA,435,56.2
CENSUS,2019,STATE,MICHIGAN, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,30,24.6
CENSUS,2019,STATE,MICHIGAN, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,MICHIGAN, ORGANIC, FRESH MARKET - SALES, CWT,435,56.2
CENSUS,2019,STATE,MINNESOTA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,MINNESOTA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,13,37.8
CENSUS,2019,STATE,MINNESOTA, ORGANIC - OPERATIONS WITH SALES,NA,NA,13,37.8
CENSUS,2019,STATE,MINNESOTA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,73,47.9
CENSUS,2019,STATE,MINNESOTA, ORGANIC - SALES, MEASURED IN $,NA,"29,986",55.0
CENSUS,2019,STATE,MINNESOTA, ORGANIC - SALES, MEASURED IN CWT,NA,73,47.9
CENSUS,2019,STATE,MINNESOTA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,13,37.8
CENSUS,2019,STATE,MINNESOTA, ORGANIC, FRESH MARKET - SALES, $,"29,986",55.0
CENSUS,2019,STATE,MINNESOTA, ORGANIC, FRESH MARKET - SALES, CWT,73,47.9
CENSUS,2019,STATE,MISSOURI, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,MISSOURI, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,24.6
CENSUS,2019,STATE,MISSOURI, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,24.6
CENSUS,2019,STATE,MISSOURI, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,MISSOURI, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,MISSOURI, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,MISSOURI, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,24.6
CENSUS,2019,STATE,MISSOURI, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,MISSOURI, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,MONTANA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,MONTANA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,47.2
CENSUS,2019,STATE,MONTANA, ORGANIC - OPERATIONS WITH SALES,NA,NA,4,47.2
CENSUS,2019,STATE,MONTANA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,39,52.1
CENSUS,2019,STATE,MONTANA, ORGANIC - SALES, MEASURED IN $,NA,"18,302",59.1
CENSUS,2019,STATE,MONTANA, ORGANIC - SALES, MEASURED IN CWT,NA,39,52.1
CENSUS,2019,STATE,MONTANA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,4,47.2
CENSUS,2019,STATE,MONTANA, ORGANIC, FRESH MARKET - SALES, $,"18,302",59.1
CENSUS,2019,STATE,MONTANA, ORGANIC, FRESH MARKET - SALES, CWT,39,52.1
CENSUS,2019,STATE,NEBRASKA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,NEBRASKA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,69.8
CENSUS,2019,STATE,NEBRASKA, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,69.8
CENSUS,2019,STATE,NEBRASKA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEBRASKA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,NEBRASKA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEBRASKA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,69.8
CENSUS,2019,STATE,NEBRASKA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,NEBRASKA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,NEVADA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,NEVADA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,47.2
CENSUS,2019,STATE,NEVADA, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,47.2
CENSUS,2019,STATE,NEVADA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEVADA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,NEVADA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEVADA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,47.2
CENSUS,2019,STATE,NEVADA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,NEVADA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC - ACRES HARVESTED,NA,NA,1,36.7
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,15.7
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC - OPERATIONS WITH SALES,NA,NA,4,15.7
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC - SALES, MEASURED IN $,NA,"24,000",35.4
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,4,15.7
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC, FRESH MARKET - SALES, $,"24,000",36.0
CENSUS,2019,STATE,NEW HAMPSHIRE, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,NEW JERSEY, ORGANIC - ACRES HARVESTED,NA,NA,7,36.7
CENSUS,2019,STATE,NEW JERSEY, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,10,15.7
CENSUS,2019,STATE,NEW JERSEY, ORGANIC - OPERATIONS WITH SALES,NA,NA,10,15.7
CENSUS,2019,STATE,NEW JERSEY, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,208,33.3
CENSUS,2019,STATE,NEW JERSEY, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,NEW JERSEY, ORGANIC - SALES, MEASURED IN CWT,NA,208,33.4
CENSUS,2019,STATE,NEW JERSEY, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,10,15.7
CENSUS,2019,STATE,NEW JERSEY, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,NEW JERSEY, ORGANIC, FRESH MARKET - SALES, CWT,208,33.8
CENSUS,2019,STATE,NEW MEXICO, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,NEW MEXICO, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,47.2
CENSUS,2019,STATE,NEW MEXICO, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,47.2
CENSUS,2019,STATE,NEW MEXICO, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEW MEXICO, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,NEW MEXICO, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,NEW MEXICO, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,47.2
CENSUS,2019,STATE,NEW MEXICO, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,NEW MEXICO, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,NEW YORK, ORGANIC - ACRES HARVESTED,NA,NA,41,40.9
CENSUS,2019,STATE,NEW YORK, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,36,27.3
CENSUS,2019,STATE,NEW YORK, ORGANIC - OPERATIONS WITH SALES,NA,NA,36,27.3
CENSUS,2019,STATE,NEW YORK, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"2,260",32.6
CENSUS,2019,STATE,NEW YORK, ORGANIC - SALES, MEASURED IN $,NA,"644,155",42.2
CENSUS,2019,STATE,NEW YORK, ORGANIC - SALES, MEASURED IN CWT,NA,"2,260",32.6
CENSUS,2019,STATE,NEW YORK, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,34,28.7
CENSUS,2019,STATE,NEW YORK, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,NEW YORK, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,NEW YORK, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,2,95.0
CENSUS,2019,STATE,NEW YORK, ORGANIC, PROCESSING - SALES, $,(D),(D)
CENSUS,2019,STATE,NEW YORK, ORGANIC, PROCESSING - SALES, CWT,(D),(D)
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC - ACRES HARVESTED,NA,NA,4,94.6
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,7,43.9
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC - OPERATIONS WITH SALES,NA,NA,7,43.9
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,300,94.1
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC - SALES, MEASURED IN $,NA,"87,402",75.2
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC - SALES, MEASURED IN CWT,NA,300,94.1
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,7,43.9
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC, FRESH MARKET - SALES, $,"87,402",75.2
CENSUS,2019,STATE,NORTH CAROLINA, ORGANIC, FRESH MARKET - SALES, CWT,300,94.1
CENSUS,2019,STATE,OHIO, ORGANIC - ACRES HARVESTED,NA,NA,9,66.3
CENSUS,2019,STATE,OHIO, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,17,50.7
CENSUS,2019,STATE,OHIO, ORGANIC - OPERATIONS WITH SALES,NA,NA,17,50.7
CENSUS,2019,STATE,OHIO, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,315,56.9
CENSUS,2019,STATE,OHIO, ORGANIC - SALES, MEASURED IN $,NA,"68,830",85.0
CENSUS,2019,STATE,OHIO, ORGANIC - SALES, MEASURED IN CWT,NA,315,56.9
CENSUS,2019,STATE,OHIO, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,17,50.7
CENSUS,2019,STATE,OHIO, ORGANIC, FRESH MARKET - SALES, $,"68,830",85.0
CENSUS,2019,STATE,OHIO, ORGANIC, FRESH MARKET - SALES, CWT,315,56.9
CENSUS,2019,STATE,OKLAHOMA, ORGANIC - ACRES HARVESTED,NA,NA,10,(H)
CENSUS,2019,STATE,OKLAHOMA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,95.2
CENSUS,2019,STATE,OKLAHOMA, ORGANIC - OPERATIONS WITH SALES,NA,NA,4,95.2
CENSUS,2019,STATE,OKLAHOMA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,880,(H)
CENSUS,2019,STATE,OKLAHOMA, ORGANIC - SALES, MEASURED IN $,NA,"161,288",(H)
CENSUS,2019,STATE,OKLAHOMA, ORGANIC - SALES, MEASURED IN CWT,NA,880,(H)
CENSUS,2019,STATE,OKLAHOMA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,4,95.2
CENSUS,2019,STATE,OKLAHOMA, ORGANIC, FRESH MARKET - SALES, $,"161,288",(H)
CENSUS,2019,STATE,OKLAHOMA, ORGANIC, FRESH MARKET - SALES, CWT,880,(H)
CENSUS,2019,STATE,OREGON, ORGANIC - ACRES HARVESTED,NA,NA,197,(H)
CENSUS,2019,STATE,OREGON, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,21,42.5
CENSUS,2019,STATE,OREGON, ORGANIC - OPERATIONS WITH SALES,NA,NA,21,42.5
CENSUS,2019,STATE,OREGON, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"5,081",(H)
CENSUS,2019,STATE,OREGON, ORGANIC - SALES, MEASURED IN $,NA,"1,728,809",(H)
CENSUS,2019,STATE,OREGON, ORGANIC - SALES, MEASURED IN CWT,NA,"5,081",(H)
CENSUS,2019,STATE,OREGON, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,19,39.8
CENSUS,2019,STATE,OREGON, ORGANIC, FRESH MARKET - SALES, $,"505,658",59.6
CENSUS,2019,STATE,OREGON, ORGANIC, FRESH MARKET - SALES, CWT,"1,004",38.9
CENSUS,2019,STATE,OREGON, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,3,(H)
CENSUS,2019,STATE,OREGON, ORGANIC, PROCESSING - SALES, $,"1,223,151",(H)
CENSUS,2019,STATE,OREGON, ORGANIC, PROCESSING - SALES, CWT,"4,077",(H)
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC - ACRES HARVESTED,NA,NA,6,43.1
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,16,49.0
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC - OPERATIONS WITH SALES,NA,NA,16,49.0
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,341,38.4
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC - SALES, MEASURED IN $,NA,"89,572",35.1
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC - SALES, MEASURED IN CWT,NA,341,38.4
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,16,49.0
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC, FRESH MARKET - SALES, $,"89,572",35.1
CENSUS,2019,STATE,PENNSYLVANIA, ORGANIC, FRESH MARKET - SALES, CWT,341,38.4
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,15.7
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,15.7
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,15.7
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,RHODE ISLAND, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC - ACRES HARVESTED,NA,NA,13,79.0
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,8,30.4
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC - OPERATIONS WITH SALES,NA,NA,8,30.4
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,332,76.3
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC - SALES, MEASURED IN $,NA,"85,229",83.4
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC - SALES, MEASURED IN CWT,NA,332,76.3
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,8,30.4
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC, FRESH MARKET - SALES, $,"85,229",83.4
CENSUS,2019,STATE,SOUTH CAROLINA, ORGANIC, FRESH MARKET - SALES, CWT,332,76.3
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,69.8
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,69.8
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,69.8
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,SOUTH DAKOTA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,TENNESSEE, ORGANIC - ACRES HARVESTED,NA,NA,5,94.6
CENSUS,2019,STATE,TENNESSEE, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,7,43.9
CENSUS,2019,STATE,TENNESSEE, ORGANIC - OPERATIONS WITH SALES,NA,NA,7,43.9
CENSUS,2019,STATE,TENNESSEE, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,219,94.1
CENSUS,2019,STATE,TENNESSEE, ORGANIC - SALES, MEASURED IN $,NA,"35,934",75.2
CENSUS,2019,STATE,TENNESSEE, ORGANIC - SALES, MEASURED IN CWT,NA,219,94.1
CENSUS,2019,STATE,TENNESSEE, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,7,43.9
CENSUS,2019,STATE,TENNESSEE, ORGANIC, FRESH MARKET - SALES, $,"35,934",75.2
CENSUS,2019,STATE,TENNESSEE, ORGANIC, FRESH MARKET - SALES, CWT,219,94.1
CENSUS,2019,STATE,VERMONT, ORGANIC - ACRES HARVESTED,NA,NA,21,32.0
CENSUS,2019,STATE,VERMONT, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,26,23.2
CENSUS,2019,STATE,VERMONT, ORGANIC - OPERATIONS WITH SALES,NA,NA,26,23.2
CENSUS,2019,STATE,VERMONT, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"1,051",39.3
CENSUS,2019,STATE,VERMONT, ORGANIC - SALES, MEASURED IN $,NA,"486,870",34.0
CENSUS,2019,STATE,VERMONT, ORGANIC - SALES, MEASURED IN CWT,NA,"1,051",39.3
CENSUS,2019,STATE,VERMONT, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,26,23.2
CENSUS,2019,STATE,VERMONT, ORGANIC, FRESH MARKET - SALES, $,"486,870",34.0
CENSUS,2019,STATE,VERMONT, ORGANIC, FRESH MARKET - SALES, CWT,"1,051",39.3
CENSUS,2019,STATE,VIRGINIA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,VIRGINIA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,43.9
CENSUS,2019,STATE,VIRGINIA, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,43.9
CENSUS,2019,STATE,VIRGINIA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,VIRGINIA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,VIRGINIA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,VIRGINIA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,43.9
CENSUS,2019,STATE,VIRGINIA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,VIRGINIA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,WASHINGTON, ORGANIC - ACRES HARVESTED,NA,NA,55,58.3
CENSUS,2019,STATE,WASHINGTON, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,57,40.1
CENSUS,2019,STATE,WASHINGTON, ORGANIC - OPERATIONS WITH SALES,NA,NA,57,40.1
CENSUS,2019,STATE,WASHINGTON, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"2,428",78.4
CENSUS,2019,STATE,WASHINGTON, ORGANIC - SALES, MEASURED IN $,NA,"745,009",67.2
CENSUS,2019,STATE,WASHINGTON, ORGANIC - SALES, MEASURED IN CWT,NA,"2,428",78.4
CENSUS,2019,STATE,WASHINGTON, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,53,40.5
CENSUS,2019,STATE,WASHINGTON, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,WASHINGTON, ORGANIC, FRESH MARKET - SALES, CWT,"2,404",79.4
CENSUS,2019,STATE,WASHINGTON, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,6,89.2
CENSUS,2019,STATE,WASHINGTON, ORGANIC, PROCESSING - SALES, $,(D),(D)
CENSUS,2019,STATE,WASHINGTON, ORGANIC, PROCESSING - SALES, CWT,23,80.9
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,43.9
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,43.9
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,43.9
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,WEST VIRGINIA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,WISCONSIN, ORGANIC - ACRES HARVESTED,NA,NA,5,56.3
CENSUS,2019,STATE,WISCONSIN, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,22,23.8
CENSUS,2019,STATE,WISCONSIN, ORGANIC - OPERATIONS WITH SALES,NA,NA,22,23.8
CENSUS,2019,STATE,WISCONSIN, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,135,55.9
CENSUS,2019,STATE,WISCONSIN, ORGANIC - SALES, MEASURED IN $,NA,"50,111",42.1
CENSUS,2019,STATE,WISCONSIN, ORGANIC - SALES, MEASURED IN CWT,NA,135,55.9
CENSUS,2019,STATE,WISCONSIN, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,22,23.8
CENSUS,2019,STATE,WISCONSIN, ORGANIC, FRESH MARKET - SALES, $,"50,111",42.1
CENSUS,2019,STATE,WISCONSIN, ORGANIC, FRESH MARKET - SALES, CWT,135,55.9
