"Program","Year","Period","Geo.Level","State","Strawberries","type","items","units","Domain","name","code","Value","CV....","Total"
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," CYFLUFENAMID ",555550,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," CYPRODINIL ",288202,"2.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," DIFENOCONAZOLE ",128847,"2.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," FENHEXAMID ",90209,"1.9",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," FLUDIOXONIL ",71503,"2.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," FLUOPYRAM ",80302,"2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," FLUXAPYROXAD ",138009,"2.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," FOSETYL-AL ",123301,"4.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," ISOFETAMID ",270000,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," MEFENOXAM ",113502,"2.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," MONO-POTASSIUM SALT ",76416,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," MYCLOBUTANIL ",128857,"2.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," PENTHIOPYRAD ",90112,"2.1",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," POLYOXIN D ZINC SALT ",230000,"2.1",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," POTASSIUM BICARBON. ",73508,"1.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," PROPICONAZOLE ",122101,"1.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," PYRACLOSTROBIN ",99100,"1.9",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," PYRIMETHANIL ",288201,"1.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," QUINOLINE ",55459,"2.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," STREPTOMYCES LYDICUS ",6327,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," SULFUR ",77501,"7.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," TETRACONAZOLE ",120603,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," THIOPHANATE-METHYL ",102001,"1.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," THIRAM ",79801,"2.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," TRICHODERMA HARZ. ",119202,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," TRIFLOXYSTROBIN ",129112,"2.1",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, FUNGICIDE"," TRIFLUMIZOLE ",128879,"2.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," CARFENTRAZONE-ETHYL ",128712,"3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," FLUMIOXAZIN ",129034,"2.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," GLUFOSINATE-AMMONIUM ",128850,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," GLYPHOSATE ISO. SALT ",103601,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," GLYPHOSATE POT. SALT ",103613,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," NAPROPAMIDE ",103001,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," OXYFLUORFEN ",111601,"1.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," PARAQUAT ",61601,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," PENDIMETHALIN ",108501,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, HERBICIDE"," SULFENTRAZONE ",129081,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," ABAMECTIN ",122804,"2.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," ACEQUINOCYL ",6329,"1.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," ACETAMIPRID ",99050,"1.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," AZADIRACHTIN ",121701,"2.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BEAUVERIA BASSIANA ",128924,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BIFENAZATE ",586,"2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BIFENTHRIN ",128825,"3.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BT KURSTAK ABTS-1857 ",6523,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BT KURSTAKI ABTS-351 ",6522,"1.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BT KURSTAKI SA-11 ",6519,"1.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BT SUB AIZAWAI GC-91 ",6426,"1.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BUPROFEZIN ",275100,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," BURKHOLDERIA A396 CELLS & MEDIA ",6534,"1.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," CARBARYL ",56801,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," CHLORANTRANILIPROLE ",90100,"1.8",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," CHLORPYRIFOS ",59101,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA ",16329,"1.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," CYANTRANILIPROLE ",90098,"2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," CYFLUMETOFEN ",138831,"1.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," ETOXAZOLE ",107091,"4.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," FENBUTATIN-OXIDE ",104601,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," FENPROPATHRIN ",127901,"1.9",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," FENPYROXIMATE ",129131,"1.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," FLONICAMID ",128016,"1.9",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," FLUPYRADIFURONE ",122304,"2.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," HELICOVERPA ZEA NPV ",107300,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," HEXYTHIAZOX ",128849,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," IMIDACLOPRID ",129099,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," MALATHION ",57701,"2.8",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," METHOXYFENOZIDE ",121027,"1.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," NALED ",34401,"1.8",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," NEEM OIL ",25006,"3.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," NEEM OIL, CLAR. HYD. ",25007,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," NOVALURON ",124002,"3.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," PIPERONYL BUTOXIDE ",67501,"1.8",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," POTASSIUM SALTS ",79021,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," PYRETHRINS ",69001,"1.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," PYRIDABEN ",129105,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," PYRIPROXYFEN ",129032,"1.1",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," SOYBEAN OIL ",31605,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," SPINETORAM ",110007,"1.6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," SPINOSAD ",110003,"1.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," SPIROMESIFEN ",24875,"1.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," SULFOXAFLOR ",5210,"2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," THIAMETHOXAM ",60109,"2.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, INSECTICIDE"," ZETA-CYPERMETHRIN ",129064,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," ACIBENZOLAR-S-METHYL ",61402,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," AUREOBASIDIUM PULLULANS DSM 14940 ",46010,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," AUREOBASIDIUM PULLULANS DSM 14941 ",36010,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," BT KURSTAKI SA-12 ",6518,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," CAPRIC ACID ",128955,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," CAPRYLIC ACID ",128919,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," CHLOROPICRIN ",81501,"1.4",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," DICHLOROPROPENE ",29001,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," FLUTRIAFOL ",128940,"1.7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," GLIOCLADIUM VIRENS ",129000,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," HYDROGEN PEROXIDE ",595,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," IRON PHOSPHATE ",34903,"1.5",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," METALDEHYDE ",53001,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," METAM-POTASSIUM ",39002,"1.1",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," METAM-SODIUM ",39003,"1.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," PAECILOMYCES FUMOSOR ",115002,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," PEROXYACETIC ACID ",63201,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," POTASSIUM SILICATE ",72606,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," REYNOUTRIA SACHALINE ",55809,"1.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","CHEMICAL, OTHER"," TRICHODERMA VIRENS STRAIN G-41 ",176604,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," NITROGEN",NA,"9.9",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," PHOSPHATE",NA,"11.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," POTASH",NA,"14.3",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," SULFUR",NA,"8.2",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," AZOXYSTROBIN ",128810,"34",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS AMYLOLIQUEFACIENS MBI 600 ",129082,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ",16482,"26",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS PUMILUS ",6485,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS SUBT. GB03 ",129068,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS SUBTILIS ",6479,"8",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BLAD ",30006,"6",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BORAX DECAHYDRATE ",11102,"18",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BOSCALID ",128008,"34",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BT SUBSP KURSTAKI EVB-113-19 ",6544,"7",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," CAPTAN ",81301,"76",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," COPPER HYDROXIDE ",23401,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," COPPER OCTANOATE ",23306,"(D)",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," CYFLUFENAMID ",555550,"30",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," CYPRODINIL ",288202,"61",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," DIFENOCONAZOLE ",128847,"10",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FENHEXAMID ",90209,"36",NA,NA
"SURVEY",2019,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FLUDIOXONIL ",71503,"61",NA,NA
